,target_id,length,eff_length,est_counts,tpm,strain_name_x,gene_name,taxonomy
780,Aazo_1099-NC_014248,495,445.0,0.0,0.0,'Nostoc azollae' 0708,peptidase S8 and S53 subtilisin kexin sedolisin,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
781,Aazo_1100-NC_014248,493,443.0,0.0,0.0,'Nostoc azollae' 0708,pentapeptide repeat-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
782,Aazo_1101-NC_014248,240,190.0,0.0,0.0,'Nostoc azollae' 0708,pentapeptide repeat-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
783,Aazo_1102-NC_014248,54,4.00054,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
784,Aazo_1103-NC_014248,372,322.0,0.0,0.0,'Nostoc azollae' 0708,pyridine nucleotide-disulfide oxidoreductase family protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
785,Aazo_1105-NC_014248,127,77.0,0.0,0.0,'Nostoc azollae' 0708,short-chain dehydrogenase/reductase SDR,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
786,Aazo_1106-NC_014248,165,115.0,0.0,0.0,'Nostoc azollae' 0708,transposase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
787,Aazo_1112-NC_014248,53,3.0139,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
788,Aazo_1114-NC_014248,79,29.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
789,Aazo_1115-NC_014248,338,288.0,0.0,0.0,'Nostoc azollae' 0708,family 43 glycoside hydrolase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
790,Aazo_1127-NC_014248,56,6.0,0.0,0.0,'Nostoc azollae' 0708,WGR domain-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
791,Aazo_1128-NC_014248,39,1.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
792,Aazo_1129-NC_014248,256,206.0,0.0,0.0,'Nostoc azollae' 0708,serine O-acetyltransferase; K00640 serine O-acetyltransferase [EC:2.3.1.30],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
793,Aazo_1130-NC_014248,163,113.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
794,Aazo_1131-NC_014248,558,508.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
795,Aazo_1132-NC_014248,119,69.0,0.0,0.0,'Nostoc azollae' 0708,rhodanese domain-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
796,Aazo_1133-NC_014248,365,315.0,0.0,0.0,'Nostoc azollae' 0708,heat-inducible transcription repressor HrcA; K03705 heat-inducible transcriptional repressor,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
797,Aazo_1135-NC_014248,54,4.00054,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
798,Aazo_1136-NC_014248,88,38.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
799,Aazo_1139-NC_014248,422,372.0,0.0,0.0,'Nostoc azollae' 0708,ubiquinone biosynthesis hydroxylase; K03185 2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
800,Aazo_1140-NC_014248,251,201.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
801,Aazo_1142-NC_014248,485,435.0,0.0,0.0,'Nostoc azollae' 0708,signal recognition particle protein; K03106 signal recognition particle subunit SRP54,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
802,Aazo_1143-NC_014248,86,36.0,0.0,0.0,'Nostoc azollae' 0708,30S ribosomal protein S16; K02959 small subunit ribosomal protein S16,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
803,Aazo_1144-NC_014248,128,78.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein; K06960,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
804,Aazo_1145-NC_014248,317,267.0,0.0,0.0,'Nostoc azollae' 0708,PhoH family protein; K06217 phosphate starvation-inducible protein PhoH and related proteins,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
805,Aazo_1146-NC_014248,61,11.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
806,Aazo_1147-NC_014248,135,85.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
807,Aazo_1149-NC_014248,613,563.0,0.0,0.0,'Nostoc azollae' 0708,tetratricopeptide repeat protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
808,Aazo_1151-NC_014248,295,245.0,0.0,0.0,'Nostoc azollae' 0708,CoA-binding domain-containing protein; K01902 succinyl-CoA synthetase alpha subunit [EC:6.2.1.5],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
809,Aazo_1152-NC_014248,405,355.0,0.0,0.0,'Nostoc azollae' 0708,ATP-grasp domain-containing protein; K01903 succinyl-CoA synthetase beta subunit [EC:6.2.1.5],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
810,Aazo_1153-NC_014248,636,586.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
811,Aazo_1154-NC_014248,298,248.0,0.0,0.0,'Nostoc azollae' 0708,shikimate 5-dehydrogenase; K00014 shikimate dehydrogenase [EC:1.1.1.25],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
812,Aazo_1155-NC_014248,72,22.0,0.0,0.0,'Nostoc azollae' 0708,transposase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
813,Aazo_1157-NC_014248,75,25.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
814,Aazo_1160-NC_014248,37,1.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
815,Aazo_1162-NC_014248,569,519.0,0.0,0.0,'Nostoc azollae' 0708,flavin reductase domain-containing protein FMN-binding protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
816,Aazo_1163-NC_014248,582,532.0,0.0,0.0,'Nostoc azollae' 0708,flavin reductase domain-containing protein FMN-binding protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
817,Aazo_1164-NC_014248,270,220.0,0.0,0.0,'Nostoc azollae' 0708,Baf family transcriptional activator; K03525 type III pantothenate kinase [EC:2.7.1.33],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
818,Aazo_1165-NC_014248,57,7.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
819,Aazo_1166-NC_014248,118,68.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
820,Aazo_1167-NC_014248,164,114.0,0.0,0.0,'Nostoc azollae' 0708,NUDIX hydrolase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
821,Aazo_1168-NC_014248,81,31.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
822,Aazo_1169-NC_014248,462,412.0,0.0,0.0,'Nostoc azollae' 0708,argininosuccinate lyase; K01755 argininosuccinate lyase [EC:4.3.2.1],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
823,Aazo_1170-NC_014248,80,30.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
824,Aazo_1171-NC_014248,292,242.0,0.0,0.0,'Nostoc azollae' 0708,1-(5-phosphoribosyl)-5-amino-4-imidazole-carboxylate carboxylase; K06898,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
825,Aazo_1172-NC_014248,594,544.0,0.0,0.0,'Nostoc azollae' 0708,family 1 extracellular solute-binding protein; K02035 peptide/nickel transport system substrate-binding protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
826,Aazo_1173-NC_014248,46,1.0040799999999999,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
827,Aazo_1174-NC_014248,162,112.0,0.0,0.0,'Nostoc azollae' 0708,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (EC:4.6.1.12); K01770 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [EC:4.6.1.12]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
828,Aazo_1175-NC_014248,236,186.0,0.0,0.0,'Nostoc azollae' 0708,tRNA (guanine-N1)-methyltransferase (EC:2.1.1.31); K00554 tRNA (guanine-N1-)-methyltransferase [EC:2.1.1.31],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
829,Aazo_1176-NC_014248,35,1.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
830,Aazo_1177-NC_014248,287,237.0,0.0,0.0,'Nostoc azollae' 0708,cyanophycinase (EC:3.4.15.6); K13282 cyanophycinase [EC:3.4.15.6],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
831,Aazo_1178-NC_014248,900,850.0,0.0,0.0,'Nostoc azollae' 0708,cyanophycin synthetase; K03802 cyanophycin synthetase [EC:6.-.-.-],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
832,Aazo_1179-NC_014248,72,22.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
833,Aazo_1181-NC_014248,200,150.0,0.0,0.0,'Nostoc azollae' 0708,"precorrin-6Y C5,15-methyltransferase subunit CbiT; K02191 cobalt-precorrin-7 (C15)-methyltransferase [EC:2.1.1.196]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
834,Aazo_1182-NC_014248,290,240.0,0.0,0.0,'Nostoc azollae' 0708,phosphatidate cytidylyltransferase; K00981 phosphatidate cytidylyltransferase [EC:2.7.7.41],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
835,Aazo_1183-NC_014248,237,187.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
836,Aazo_1184-NC_014248,254,204.0,0.0,0.0,'Nostoc azollae' 0708,pseudouridine synthase; K06178 23S rRNA pseudouridine2605 synthase [EC:5.4.99.22],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
837,Aazo_1185-NC_014248,267,217.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
838,Aazo_1186-NC_014248,502,452.0,0.0,0.0,'Nostoc azollae' 0708,4-alpha-glucanotransferase (EC:2.4.1.25); K00705 4-alpha-glucanotransferase [EC:2.4.1.25],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
839,Aazo_1187-NC_014248,143,93.0,0.0,0.0,'Nostoc azollae' 0708,"NUDIX hydrolase; K03574 7,8-dihydro-8-oxoguanine triphosphatase [EC:3.6.1.-]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
840,Aazo_1189-NC_014248,233,183.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
841,Aazo_1190-NC_014248,139,89.0,0.0,0.0,'Nostoc azollae' 0708,pentapeptide repeat-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
842,Aazo_1191-NC_014248,227,177.0,0.0,0.0,'Nostoc azollae' 0708,endoribonuclease L-PSP; K07567 TdcF protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
843,Aazo_1192-NC_014248,58,8.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
844,Aazo_1193-NC_014248,60,10.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
845,Aazo_1195-NC_014248,127,77.0,0.0,0.0,'Nostoc azollae' 0708,transposase,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
846,Aazo_1199-NC_014248,652,602.0,0.0,0.0,'Nostoc azollae' 0708,ATP-binding region ATPase domain-containing protein; K04079 molecular chaperone HtpG,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
847,Aazo_1201-NC_014248,894,844.0,0.0,0.0,'Nostoc azollae' 0708,ATP-dependent chaperone ClpB; K03695 ATP-dependent Clp protease ATP-binding subunit ClpB,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
848,Aazo_1202-NC_014248,144,94.0,0.0,0.0,'Nostoc azollae' 0708,lactoylglutathione lyase (EC:4.4.1.5); K01759 lactoylglutathione lyase [EC:4.4.1.5],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
849,Aazo_1204-NC_014248,254,204.0,0.0,0.0,'Nostoc azollae' 0708,WecB/TagA/CpsF family glycosyl transferase (EC:2.4.1.187); K02852 UDP-N-acetyl-D-mannosaminuronic acid transferase [EC:2.4.1.-],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
850,Aazo_1205-NC_014248,248,198.0,0.0,0.0,'Nostoc azollae' 0708,cell division ATP-binding protein FtsE; K09812 cell division transport system ATP-binding protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
851,Aazo_1206-NC_014248,596,546.0,0.0,0.0,'Nostoc azollae' 0708,succinate dehydrogenase or fumarate reductase flavoprotein subunit; K00239 succinate dehydrogenase flavoprotein subunit [EC:1.3.99.1],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
852,Aazo_1207-NC_014248,106,56.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
853,Aazo_1210-NC_014248,254,204.0,0.0,0.0,'Nostoc azollae' 0708,metallophosphoesterase; K07313 serine/threonine protein phosphatase 1 [EC:3.1.3.16],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
854,Aazo_1211-NC_014248,50,1.2105,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
855,Aazo_1212-NC_014248,285,235.0,0.0,0.0,'Nostoc azollae' 0708,peptidase M48,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
856,Aazo_1214-NC_014248,237,187.0,0.0,0.0,'Nostoc azollae' 0708,GUN4 domain-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
857,Aazo_1215-NC_014248,473,423.0,0.0,0.0,'Nostoc azollae' 0708,"isocitrate dehydrogenase, NADP-dependent; K00031 isocitrate dehydrogenase [EC:1.1.1.42]",Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
858,Aazo_1217-NC_014248,43,1.0002,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
859,Aazo_1218-NC_014248,258,208.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein; K02069 putative ABC transport system permease protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
860,Aazo_1219-NC_014248,382,332.0,0.0,0.0,'Nostoc azollae' 0708,glutamine--scyllo-inositol transaminase (EC:2.6.1.50),Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
861,Aazo_1220-NC_014248,248,198.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
862,Aazo_1223-NC_014248,311,261.0,0.0,0.0,'Nostoc azollae' 0708,heat shock protein DnaJ domain-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
863,Aazo_1224-NC_014248,125,75.0,0.0,0.0,'Nostoc azollae' 0708,TM2 domain-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
864,Aazo_1225-NC_014248,176,126.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
865,Aazo_1226-NC_014248,190,140.0,0.0,0.0,'Nostoc azollae' 0708,signal peptidase I (EC:3.4.21.89); K03100 signal peptidase I [EC:3.4.21.89],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
866,Aazo_1227-NC_014248,89,39.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
867,Aazo_1233-NC_014248,46,1.0040799999999999,0.0,0.0,'Nostoc azollae' 0708,photosystem I reaction center subunit VIII; K02696 photosystem I subunit VIII,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
868,Aazo_1234-NC_014248,39,1.0,0.0,0.0,'Nostoc azollae' 0708,photosystem II protein PsbJ; K02711 photosystem II PsbJ protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
869,Aazo_1236-NC_014248,45,1.0015,0.0,0.0,'Nostoc azollae' 0708,cytochrome b559 subunit beta; K02708 photosystem II cytochrome b559 subunit beta,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
870,Aazo_1237-NC_014248,82,32.0,0.0,0.0,'Nostoc azollae' 0708,cytochrome b559 subunit alpha; K02707 photosystem II cytochrome b559 subunit alpha,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
871,Aazo_1238-NC_014248,340,290.0,0.0,0.0,'Nostoc azollae' 0708,glycosyl hydrolase BNR repeat-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
872,Aazo_1239-NC_014248,114,64.0,0.0,0.0,'Nostoc azollae' 0708,rubredoxin-type Fe(Cys)4 protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
873,Aazo_1240-NC_014248,120,70.0,0.0,0.0,'Nostoc azollae' 0708,NADH-ubiquinone/plastoquinone oxidoreductase subunit 3; K05574 NAD(P)H-quinone oxidoreductase subunit 3 [EC:1.6.5.3],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
874,Aazo_1241-NC_014248,244,194.0,0.0,0.0,'Nostoc azollae' 0708,NADH-quinone oxidoreductase subunit B (EC:1.6.99.5); K05582 NAD(P)H-quinone oxidoreductase subunit K [EC:1.6.5.3],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
875,Aazo_1242-NC_014248,175,125.0,0.0,0.0,'Nostoc azollae' 0708,NADH dehydrogenase 30 kDa subunit; K05581 NAD(P)H-quinone oxidoreductase subunit J [EC:1.6.5.3],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
876,Aazo_1247-NC_014248,73,23.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
877,Aazo_1248-NC_014248,311,261.0,0.0,0.0,'Nostoc azollae' 0708,alpha/beta hydrolase fold-containing protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
878,Aazo_1250-NC_014248,291,241.0,0.0,0.0,'Nostoc azollae' 0708,ribonuclease BN; K07058 membrane protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
879,Aazo_1251-NC_014248,177,127.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
880,Aazo_1253-NC_014248,61,11.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
881,Aazo_1254-NC_014248,363,313.0,0.0,0.0,'Nostoc azollae' 0708,threonine synthase; K01733 threonine synthase [EC:4.2.3.1],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
882,Aazo_1255-NC_014248,63,13.0,0.0,0.0,'Nostoc azollae' 0708,hypothetical protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
883,Aazo_1257-NC_014248,398,348.0,0.0,0.0,'Nostoc azollae' 0708,hydroxymethylbutenyl pyrophosphate reductase (EC:1.17.1.2); K03527 4-hydroxy-3-methylbut-2-enyl diphosphate reductase [EC:1.17.1.2],Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
884,Aazo_1258-NC_014248,274,224.0,0.0,0.0,'Nostoc azollae' 0708,G-D-S-L family lipolytic protein,Bacteria;Cyanobacteria;Cyanobacteria_X;SubsectionIV;FamilyIV_I;Nostoc;'Nostoc azollae' 0708
