strain_name	peptide_count	taxonomy
Bacteroides 1_1_6	5594	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 1_1_6
Bacteroides 20_3	4871	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 20_3
Bacteroides 2_1_16	4609	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 2_1_16
Bacteroides 2_1_22	4748	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 2_1_22
Bacteroides 2_1_33B	3966	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 2_1_33B
Bacteroides 2_1_56FAA	4902	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 2_1_56FAA
Bacteroides 2_1_7	4372	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 2_1_7
Bacteroides 2_2_4	5959	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 2_2_4
Bacteroides 3_1_19	4248	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 3_1_19
Bacteroides 3_1_23	4910	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 3_1_23
Bacteroides 3_1_33FAA	4666	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 3_1_33FAA
Bacteroides 3_1_40A	4564	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 3_1_40A
Bacteroides 3_2_5	4505	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 3_2_5
Bacteroides 4_1_36	3724	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 4_1_36
Bacteroides 4_3_47FAA	4613	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 4_3_47FAA
Bacteroides 9_1_42FAA	4871	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides 9_1_42FAA
Bacteroides D1	4785	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides D1
Bacteroides D2	5264	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides D2
Bacteroides D20	3652	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides D20
Bacteroides D22	4931	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides D22
Bacteroides caccae ATCC 43185	3855	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae ATCC 43185
Bacteroides cellulosilyticus DSM 14838	5719	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides cellulosilyticus DSM 14838
Bacteroides clarus YIT 12056	3272	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides clarus YIT 12056
Bacteroides coprocola M16 DSM 17136	4291	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides coprocola M16 DSM 17136
Bacteroides coprophilus DSM 18228 = JCM 13818	3838	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides coprophilus DSM 18228 = JCM 13818
Bacteroides coprosuis DSM 18011	2461	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides coprosuis DSM 18011
Bacteroides dorei 5_1_36/D4	4431	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides dorei 5_1_36/D4
Bacteroides dorei DSM 17855	4966	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides dorei DSM 17855
Bacteroides eggerthii 1_2_48FAA	3862	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii 1_2_48FAA
Bacteroides eggerthii DSM 20697	3711	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides eggerthii DSM 20697
Bacteroides finegoldii DSM 17565	4445	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides finegoldii DSM 17565
Bacteroides fluxus YIT 12057	3921	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fluxus YIT 12057
Bacteroides fragilis	9	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis
Bacteroides fragilis 3_1_12	4776	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis 3_1_12
Bacteroides fragilis 638R	4291	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis 638R
Bacteroides fragilis NCTC 9343	4231	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis NCTC 9343
Bacteroides fragilis YCH46	4624	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides fragilis YCH46
Bacteroides helcogenes P 36-108	3353	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides helcogenes P 36-108
Bacteroides intestinalis DSM 17393	4911	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides intestinalis DSM 17393
Bacteroides ovatus 3_8_47FAA	5090	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus 3_8_47FAA
Bacteroides ovatus ATCC 8483	5536	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus ATCC 8483
Bacteroides ovatus SD CMC 3f	5286	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus SD CMC 3f
Bacteroides plebeius M12 DSM 17135	3933	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides plebeius M12 DSM 17135
Bacteroides salanitronis DSM 18170	3737	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides salanitronis DSM 18170
Bacteroides stercoris ATCC 43183	3777	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides stercoris ATCC 43183
Bacteroides thetaiotaomicron VPI-5482	4816	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides thetaiotaomicron VPI-5482
Bacteroides uniformis	11	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis
Bacteroides uniformis ATCC 8492	4663	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis ATCC 8492
Bacteroides vulgatus ATCC 8482	4066	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus ATCC 8482
Bacteroides vulgatus PC510	3955	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus PC510
Bacteroides xylanisolvens SD CC 1b	4921	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens SD CC 1b
Bacteroides xylanisolvens SD CC 2a	4915	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens SD CC 2a
Bacteroides xylanisolvens XB1A	4407	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides xylanisolvens XB1A
[Bacteroides] pectinophilus ATCC 43243	3246	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;[Bacteroides] pectinophilus ATCC 43243
unidentified eubacterium SCB49	2948	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Bacteroidales_X;Bacteroidales_XX;unidentified eubacterium SCB49
Anaerophaga thermohalophila DSM 12881	3625	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Marinilabiaceae;Anaerophaga;Anaerophaga thermohalophila DSM 12881
Thermophagus xiamenensis	2934	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Marinilabiaceae;Anaerophaga;Thermophagus xiamenensis
Azobacteroides pseudotrichonymphae genomovar. CFP2	825	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Azobacteroides;Azobacteroides pseudotrichonymphae genomovar. CFP2
Barnesiella viscericola DSM 18177	2506	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Barnesiella;Barnesiella viscericola DSM 18177
Dysgonomonas gadei ATCC BAA-286	4156	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Dysgonomonas;Dysgonomonas gadei ATCC BAA-286
Dysgonomonas mossii DSM 22836	3429	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Dysgonomonas;Dysgonomonas mossii DSM 22836
Odoribacter splanchnicus DSM 220712	3497	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Odoribacter;Odoribacter splanchnicus DSM 220712
Paludibacter propionicigenes WB4	3054	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Paludibacter;Paludibacter propionicigenes WB4
Parabacteroides D13	4494	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;Parabacteroides D13
Parabacteroides distasonis ATCC 8503	3850	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;Parabacteroides distasonis ATCC 8503
Parabacteroides johnsonii DSM 18315	4515	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;Parabacteroides johnsonii DSM 18315
Parabacteroides merdae ATCC 43184	4384	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Parabacteroides;Parabacteroides merdae ATCC 43184
Porphyromonas asaccharolytica DSM 20707	1722	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas asaccharolytica DSM 20707
Porphyromonas asaccharolytica PR426713P-I	1655	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas asaccharolytica PR426713P-I
Porphyromonas endodontalis ATCC 35406	1965	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas endodontalis ATCC 35406
Porphyromonas gingivalis ATCC 33277	2090	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis ATCC 33277
Porphyromonas gingivalis TDC60	2218	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis TDC60
Porphyromonas gingivalis W83	1909	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis W83
Porphyromonas uenonis 60-3	1977	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas uenonis 60-3
Tannerella 6_1_58FAA_CT1	3210	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Tannerella;Tannerella 6_1_58FAA_CT1
Tannerella forsythia ATCC 43037	3001	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Porphyromonadaceae;Tannerella;Tannerella forsythia ATCC 43037
Alloprevotella rava F0323	2012	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella rava F0323
Paraprevotella clara YIT 11840	3968	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;Paraprevotella clara YIT 11840
Paraprevotella xylaniphila YIT 11841	3435	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Paraprevotella;Paraprevotella xylaniphila YIT 11841
Prevotella C561	3396	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella C561
Prevotella amnii CRIS 21A-A	2023	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella amnii CRIS 21A-A
Prevotella bergensis DSM 17361	2825	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella bergensis DSM 17361
Prevotella bivia DSM 20514	2178	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella bivia DSM 20514
Prevotella bivia JCVIHMP010	2041	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella bivia JCVIHMP010
Prevotella bryantii B14	2780	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella bryantii B14
Prevotella buccae ATCC 33574	2896	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella buccae ATCC 33574
Prevotella buccae D17	2617	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella buccae D17
Prevotella buccalis ATCC 35310	2456	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella buccalis ATCC 35310
Prevotella copri CB7 DSM 18205	3293	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella copri CB7 DSM 18205
Prevotella dentalis DSM 3688	2640	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella dentalis DSM 3688
Prevotella denticola CRIS 18C-A	2701	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella denticola CRIS 18C-A
Prevotella denticola F0289	2386	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella denticola F0289
Prevotella disiens FB035-09AN	2621	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella disiens FB035-09AN
Prevotella histicola F0411	2478	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella histicola F0411
Prevotella intermedia 17	2266	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella intermedia 17
Prevotella marshii DSM 16973	2335	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella marshii DSM 16973
Prevotella melaninogenica ATCC 25845	2296	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica ATCC 25845
Prevotella melaninogenica D18	2461	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella melaninogenica D18
Prevotella multiformis DSM 16608	2884	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella multiformis DSM 16608
Prevotella multisaccharivorax DSM 17128	2876	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella multisaccharivorax DSM 17128
Prevotella nigrescens ATCC 33563	2420	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella nigrescens ATCC 33563
Prevotella oral taxon 299 str. F0039	1935	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oral taxon 299 str. F0039
Prevotella oral taxon 317 str. F0108	2926	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oral taxon 317 str. F0108
Prevotella oral taxon 472 str. F0295	3092	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oral taxon 472 str. F0295
Prevotella oralis ATCC 33269	2488	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oralis ATCC 33269
Prevotella oris C735	2644	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oris C735
Prevotella oris F0302	3316	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oris F0302
Prevotella oulorum F0390	2485	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oulorum F0390
Prevotella pallens ATCC 700821	2860	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella pallens ATCC 700821
Prevotella ruminicola	2	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella ruminicola
Prevotella ruminicola 23	2763	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella ruminicola 23
Prevotella salivae DSM 15606	2939	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella salivae DSM 15606
Prevotella stercorea DSM 18206	3017	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella stercorea DSM 18206
Prevotella tannerae ATCC 51259	2811	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella tannerae ATCC 51259
Prevotella timonensis CRIS 5C-B1	2202	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella timonensis CRIS 5C-B1
Prevotella veroralis F0319	3048	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella veroralis F0319
Alistipes HGB5	2955	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes HGB5
Alistipes finegoldii DSM 17242	3234	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes finegoldii DSM 17242
Alistipes indistinctus YIT 12060	2348	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes indistinctus YIT 12060
Alistipes putredinis DSM 17216	2742	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes putredinis DSM 17216
Alistipes shahii WAL 8301	2563	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes shahii WAL 8301
Rikenella microfusus DSM 15922	2317	Bacteria;Bacteroidetes/Chlorobi group;Bacteroidia;Bacteroidales;Rikenellaceae;Rikenella;Rikenella microfusus DSM 15922
Chlorobaculum parvum NCIB 8327	2043	Bacteria;Bacteroidetes/Chlorobi group;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobaculum;Chlorobaculum parvum NCIB 8327
Chlorobium chlorochromatii CaD3	1998	Bacteria;Bacteroidetes/Chlorobi group;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium chlorochromatii CaD3
Chlorobium ferrooxidans DSM 13031	2158	Bacteria;Bacteroidetes/Chlorobi group;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium ferrooxidans DSM 13031
Chlorobium limicola DSM 245	2439	Bacteria;Bacteroidetes/Chlorobi group;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium limicola DSM 245
Chlorobium luteolum DSM 273	2083	Bacteria;Bacteroidetes/Chlorobi group;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium luteolum DSM 273
Chlorobium phaeobacteroides BS1	2468	Bacteria;Bacteroidetes/Chlorobi group;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides BS1
Chlorobium phaeobacteroides DSM 266	2649	Bacteria;Bacteroidetes/Chlorobi group;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeobacteroides DSM 266
Chlorobium phaeovibrioides DSM 265	1752	Bacteria;Bacteroidetes/Chlorobi group;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium phaeovibrioides DSM 265
Chlorobium tepidum TLS	2245	Bacteria;Bacteroidetes/Chlorobi group;Chlorobia;Chlorobiales;Chlorobiaceae;Chlorobium;Chlorobium tepidum TLS
Chloroherpeton thalassium ATCC 35110	2709	Bacteria;Bacteroidetes/Chlorobi group;Chlorobia;Chlorobiales;Chlorobiaceae;Chloroherpeton;Chloroherpeton thalassium ATCC 35110
Pelodictyon phaeoclathratiforme BU-1	2706	Bacteria;Bacteroidetes/Chlorobi group;Chlorobia;Chlorobiales;Chlorobiaceae;Pelodictyon;Pelodictyon phaeoclathratiforme BU-1
Prosthecochloris aestuarii DSM 271	2326	Bacteria;Bacteroidetes/Chlorobi group;Chlorobia;Chlorobiales;Chlorobiaceae;Prosthecochloris;Prosthecochloris aestuarii DSM 271
Algoriphagus machipongonensis	4215	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus;Algoriphagus machipongonensis
Aquiflexum balticum DSM 16537	5050	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cyclobacteriaceae;Aquiflexum;Aquiflexum balticum DSM 16537
Belliella baltica DSM 15883	3826	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cyclobacteriaceae;Belliella;Belliella baltica DSM 15883
Cecembia lonarensis LW9	4213	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cyclobacteriaceae;Cecembia;Cecembia lonarensis LW9
Cyclobacterium marinum DSM 745	5101	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cyclobacteriaceae;Cyclobacterium;Cyclobacterium marinum DSM 745
Echinicola vietnamensis DSM 17526	4547	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cyclobacteriaceae;Echinicola;Echinicola vietnamensis DSM 17526
Indibacter alkaliphilus LW1	4261	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cyclobacteriaceae;Indibacter;Indibacter alkaliphilus LW1
Mariniradius saccharolyticus AK6	4677	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cyclobacteriaceae;Mariniradius;Mariniradius saccharolyticus AK6
Nitritalea halalkaliphila LW7	3103	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cyclobacteriaceae;Nitritalea;Nitritalea halalkaliphila LW7
Cytophaga fermentans DSM 9555	4724	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;Cytophaga fermentans DSM 9555
Cytophaga hutchinsonii ATCC 33406	3785	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Cytophaga;Cytophaga hutchinsonii ATCC 33406
Dyadobacter fermentans DSM 18053	5804	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Dyadobacter;Dyadobacter fermentans DSM 18053
Emticicia oligotrophica DSM 17448	4317	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Emticicia;Emticicia oligotrophica DSM 17448
Fibrella aestuarina BUZ 2	5627	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Fibrella;Fibrella aestuarina BUZ 2
Flectobacillus major DSM 103	4949	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Flectobacillus;Flectobacillus major DSM 103
Flexibacter litoralis DSM 6794	4030	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Flexibacter;Flexibacter litoralis DSM 6794
Hymenobacter roseosalivarius DSM 11622	4391	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Hymenobacter;Hymenobacter roseosalivarius DSM 11622
Leadbetterella byssophila DSM 17132	3612	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Leadbetterella;Leadbetterella byssophila DSM 17132
Microscilla PRE1	64	Bacteria;Bacteroidetes/Chlorobi group;Cytophagia;Cytophagales;Cytophagaceae;Microscilla;Microscilla PRE1
