target_id	length	eff_length	est_counts	tpm
ACA1_336850-acan1008	335	285	0	0
ACA1_378880-acan1008	335	285	0	0
ACA1_381250-acan1008	335	285	0	0
ACA1_385610-acan1008	335	285	0	0
ACA1_390550-acan1008	335	285	0	0
ACA1_002750-acan1011	336	286	0	0
ACA1_057880-acan1011	336	286	0	0
ACA1_078620-acan1011	336	286	0	0
ACA1_094200-acan1011	336	286	0	0
ACA1_107540-acan1011	336	286	0	0
ACA1_127590-acan1011	336	286	0	0
ACA1_132550-acan1011	336	286	0	0
ACA1_132570-acan1011	336	286	0	0
ACA1_141810-acan1011	336	286	0	0
ACA1_184910-acan1011	336	286	0	0
ACA1_188020-acan1011	336	286	0	0
ACA1_193520-acan1011	336	286	0	0
ACA1_209110-acan1011	336	286	0	0
ACA1_236350-acan1011	336	286	0	0
ACA1_265840-acan1011	336	286	0	0
ACA1_265890-acan1011	336	286	0	0
ACA1_279210-acan1011	336	286	0	0
ACA1_303620-acan1011	336	286	0	0
ACA1_307840-acan1011	336	286	0	0
ACA1_325310-acan1011	336	286	0	0
ACA1_325560-acan1011	336	286	0	0
ACA1_326700-acan1011	336	286	0	0
ACA1_342050-acan1011	337	287	0	0
ACA1_368040-acan1011	336	286	0	0
ACA1_373900-acan1011	336	286	0	0
ACA1_376300-acan1011	336	286	0	0
ACA1_050430-acan1014	337	287	0	0
ACA1_068240-acan1014	337	287	0	0
ACA1_070020-acan1014	337	287	0	0
ACA1_078070-acan1014	337	287	0	0
ACA1_092190-acan1014	337	287	0	0
ACA1_099980-acan1014	337	287	0	0
ACA1_157360-acan1014	337	287	0	0
ACA1_158510-acan1014	337	287	0	0
ACA1_159000-acan1014	337	287	0	0
ACA1_188380-acan1014	337	287	0	0
ACA1_201400-acan1014	337	287	0	0
ACA1_275680-acan1014	337	287	0	0
ACA1_279550-acan1014	337	287	0	0
ACA1_369730-acan1014	337	287	0	0
ACA1_372050-acan1014	337	287	0	0
ACA1_400180-acan1014	337	287	0	0
ACA1_010500-acan1017	338	288	0	0
ACA1_035400-acan1017	338	288	0	0
ACA1_068340-acan1017	338	288	0	0
ACA1_098910-acan1017	338	288	0	0
ACA1_107460-acan1017	338	288	0	0
ACA1_172740-acan1017	338	288	0	0
ACA1_188030-acan1017	338	288	0	0
ACA1_223230-acan1017	338	288	0	0
ACA1_230520-acan1017	338	288	0	0
ACA1_253670-acan1017	338	288	0	0
ACA1_275560-acan1017	338	288	0	0
ACA1_281600-acan1017	338	288	0	0
ACA1_305390-acan1017	338	288	0	0
ACA1_362500-acan1017	338	288	0	0
ACA1_379970-acan1017	338	288	0	0
ACA1_399600-acan1017	338	288	0	0
ACA1_015350-acan1020	339	289	0	0
ACA1_092810-acan1020	339	289	0	0
ACA1_097760-acan1020	339	289	0	0
ACA1_113630-acan1020	339	289	0	0
ACA1_125130-acan1020	339	289	0	0
ACA1_159090-acan1020	339	289	0	0
ACA1_175470-acan1020	339	289	0	0
ACA1_191480-acan1020	340	290	0	0
ACA1_198500-acan1020	339	289	0	0
ACA1_203780-acan1020	339	289	0	0
ACA1_218100-acan1020	339	289	0	0
ACA1_218450-acan1020	339	289	0	0
ACA1_259000-acan1020	339	289	0	0
ACA1_277380-acan1020	339	289	0	0
ACA1_277970-acan1020	339	289	0	0
ACA1_278130-acan1020	339	289	0	0
ACA1_351780-acan1020	339	289	0	0
ACA1_365860-acan1020	339	289	0	0
ACA1_391120-acan1020	339	289	0	0
ACA1_399920-acan1020	339	289	0	0
ACA1_400010-acan1020	339	289	0	0
ACA1_013490-acan1023	340	290	0	0
ACA1_066750-acan1023	340	290	0	0
ACA1_072490-acan1023	340	290	0	0
ACA1_101060-acan1023	340	290	0	0
ACA1_103600-acan1023	340	290	0	0
ACA1_121760-acan1023	340	290	0	0
ACA1_155530-acan1023	340	290	0	0
ACA1_161990-acan1023	340	290	0	0
ACA1_176160-acan1023	340	290	0	0
ACA1_183290-acan1023	340	290	0	0
ACA1_188980-acan1023	340	290	0	0
ACA1_190070-acan1023	340	290	0	0
ACA1_208380-acan1023	340	290	0	0
ACA1_214220-acan1023	340	290	0	0
ACA1_258570-acan1023	340	290	0	0
ACA1_277840-acan1023	340	290	0	0
ACA1_279400-acan1023	340	290	0	0
ACA1_323190-acan1023	340	290	0	0
ACA1_326760-acan1023	340	290	0	0
ACA1_337620-acan1023	340	290	0	0
ACA1_339380-acan1023	340	290	0	0
ACA1_390460-acan1023	340	290	0	0
ACA1_036930-acan1026	341	291	0	0
ACA1_048560-acan1026	341	291	0	0
ACA1_053410-acan1026	341	291	0	0
ACA1_070030-acan1026	341	291	0	0
ACA1_088750-acan1026	341	291	0	0
ACA1_093900-acan1026	341	291	0	0
ACA1_158010-acan1026	341	291	0	0
ACA1_175630-acan1026	341	291	0	0
ACA1_199540-acan1026	341	291	0	0
ACA1_222790-acan1026	341	291	0	0
ACA1_247530-acan1026	341	291	0	0
ACA1_251560-acan1026	341	291	0	0
ACA1_255200-acan1026	341	291	0	0
ACA1_273850-acan1026	341	291	0	0
ACA1_277530-acan1026	341	291	0	0
ACA1_288460-acan1026	341	291	0	0
ACA1_314330-acan1026	341	291	0	0
ACA1_325270-acan1026	341	291	0	0
ACA1_325430-acan1026	341	291	0	0
ACA1_351440-acan1026	342	292	0	0
ACA1_363240-acan1026	341	291	0	0
ACA1_373550-acan1026	341	291	0	0
ACA1_379860-acan1026	341	291	0	0
ACA1_381500-acan1026	341	291	0	0
ACA1_384350-acan1026	341	291	0	0
ACA1_007790-acan1029	342	292	0	0
ACA1_020670-acan1029	342	292	0	0
ACA1_033670-acan1029	342	292	0	0
ACA1_034300-acan1029	342	292	0	0
ACA1_035650-acan1029	342	292	0	0
ACA1_050190-acan1029	342	292	0	0
ACA1_074760-acan1029	342	292	0	0
ACA1_097670-acan1029	342	292	0	0
ACA1_110470-acan1029	342	292	0	0
ACA1_115720-acan1029	342	292	0	0
ACA1_125110-acan1029	342	292	0	0
ACA1_128470-acan1029	342	292	0	0
ACA1_131580-acan1029	342	292	0	0
ACA1_132610-acan1029	342	292	0	0
ACA1_142300-acan1029	342	292	0	0
ACA1_166070-acan1029	343	293	0	0
ACA1_173350-acan1029	342	292	0	0
ACA1_185710-acan1029	342	292	0	0
ACA1_188180-acan1029	342	292	0	0
ACA1_200220-acan1029	342	292	0	0
ACA1_201650-acan1029	342	292	0	0
ACA1_246810-acan1029	342	292	0	0
ACA1_255390-acan1029	342	292	0	0
ACA1_265520-acan1029	342	292	0	0
ACA1_269740-acan1029	342	292	0	0
ACA1_290170-acan1029	342	292	0	0
ACA1_322160-acan1029	342	292	0	0
ACA1_337970-acan1029	342	292	0	0
ACA1_360560-acan1029	342	292	0	0
ACA1_379060-acan1029	342	292	0	0
ACA1_384850-acan1029	342	292	0	0
ACA1_012250-acan1032	343	293	0	0
ACA1_035480-acan1032	343	293	0	0
ACA1_068220-acan1032	343	293	0	0
ACA1_076260-acan1032	344	294	0	0
ACA1_089310-acan1032	343	293	0	0
ACA1_095060-acan1032	343	293	0	0
ACA1_095110-acan1032	343	293	0	0
ACA1_100110-acan1032	343	293	0	0
ACA1_101530-acan1032	343	293	0	0
ACA1_117260-acan1032	343	293	0	0
ACA1_174850-acan1032	343	293	0	0
ACA1_182060-acan1032	343	293	0	0
ACA1_183680-acan1032	343	293	0	0
ACA1_198360-acan1032	343	293	0	0
ACA1_198530-acan1032	343	293	0	0
ACA1_224870-acan1032	343	293	0	0
ACA1_228760-acan1032	343	293	0	0
ACA1_248400-acan1032	343	293	0	0
ACA1_252170-acan1032	343	293	0	0
ACA1_275160-acan1032	343	293	0	0
ACA1_275770-acan1032	343	293	0	0
ACA1_352500-acan1032	343	293	0	0
ACA1_360100-acan1032	343	293	0	0
ACA1_360280-acan1032	343	293	0	0
ACA1_369700-acan1032	343	293	0	0
ACA1_379290-acan1032	343	293	0	0
ACA1_381610-acan1032	343	293	0	0
ACA1_383720-acan1032	343	293	0	0
ACA1_390950-acan1032	343	293	0	0
ACA1_046410-acan1035	344	294	0	0
ACA1_062490-acan1035	344	294	0	0
ACA1_073650-acan1035	344	294	0	0
ACA1_125150-acan1035	344	294	0	0
ACA1_136630-acan1035	345	295	0	0
ACA1_152980-acan1035	344	294	0	0
ACA1_193110-acan1035	344	294	0	0
ACA1_197320-acan1035	344	294	0	0
ACA1_199560-acan1035	344	294	0	0
ACA1_210810-acan1035	344	294	0	0
ACA1_235930-acan1035	344	294	0	0
ACA1_252470-acan1035	344	294	0	0
ACA1_304300-acan1035	344	294	0	0
ACA1_305540-acan1035	344	294	0	0
ACA1_313850-acan1035	344	294	0	0
ACA1_319960-acan1035	344	294	0	0
ACA1_374730-acan1035	344	294	0	0
ACA1_395190-acan1035	344	294	0	0
ACA1_259470-acan1036	345	295	0	0
ACA1_031860-acan1038	345	295	0	0
ACA1_060080-acan1038	345	295	0	0
ACA1_060950-acan1038	345	295	0	0
ACA1_062250-acan1038	345	295	0	0
ACA1_072810-acan1038	345	295	0	0
ACA1_108220-acan1038	345	295	0	0
ACA1_108720-acan1038	345	295	0	0
ACA1_129510-acan1038	345	295	0	0
ACA1_131790-acan1038	345	295	0	0
ACA1_138380-acan1038	345	295	0	0
ACA1_141780-acan1038	345	295	0	0
ACA1_149330-acan1038	345	295	0	0
ACA1_164350-acan1038	345	295	0	0
ACA1_174490-acan1038	345	295	0	0
ACA1_190280-acan1038	345	295	0	0
ACA1_195250-acan1038	345	295	0	0
ACA1_232800-acan1038	345	295	0	0
ACA1_256230-acan1038	345	295	0	0
ACA1_257940-acan1038	345	295	0	0
ACA1_272080-acan1038	345	295	0	0
ACA1_277700-acan1038	345	295	0	0
ACA1_278330-acan1038	345	295	0	0
ACA1_292840-acan1038	345	295	0	0
ACA1_318650-acan1038	346	296	0	0
ACA1_321570-acan1038	345	295	0	0
ACA1_333280-acan1038	345	295	0	0
ACA1_367880-acan1038	345	295	0	0
ACA1_384820-acan1038	345	295	0	0
ACA1_389360-acan1038	345	295	0	0
ACA1_389460-acan1038	345	295	0	0
ACA1_393910-acan1038	345	295	0	0
ACA1_040860-acan1041	346	296	0	0
ACA1_045930-acan1041	346	296	0	0
ACA1_050210-acan1041	346	296	0	0
ACA1_054930-acan1041	346	296	0	0
ACA1_058140-acan1041	346	296	0	0
ACA1_062110-acan1041	346	296	0	0
ACA1_063200-acan1041	346	296	0	0
ACA1_065010-acan1041	346	296	0	0
ACA1_072610-acan1041	346	296	0	0
ACA1_076610-acan1041	346	296	0	0
ACA1_088640-acan1041	346	296	0	0
ACA1_091270-acan1041	346	296	0	0
ACA1_092780-acan1041	346	296	0	0
ACA1_107510-acan1041	346	296	0	0
ACA1_130500-acan1041	346	296	0	0
ACA1_130540-acan1041	346	296	0	0
ACA1_138960-acan1041	346	296	0	0
ACA1_217710-acan1041	346	296	0	0
ACA1_221360-acan1041	346	296	0	0
ACA1_226200-acan1041	346	296	0	0
ACA1_237870-acan1041	346	296	0	0
ACA1_245410-acan1041	346	296	0	0
ACA1_261980-acan1041	346	296	0	0
ACA1_285680-acan1041	346	296	0	0
ACA1_288520-acan1041	346	296	0	0
ACA1_322420-acan1041	346	296	0	0
ACA1_328060-acan1041	346	296	0	0
ACA1_336140-acan1041	346	296	0	0
ACA1_376240-acan1041	346	296	0	0
ACA1_399830-acan1041	346	296	0	0
ACA1_043340-acan1044	347	297	0	0
ACA1_054990-acan1044	347	297	0	0
ACA1_057080-acan1044	347	297	0	0
ACA1_057800-acan1044	347	297	0	0
ACA1_074740-acan1044	347	297	0	0
ACA1_083200-acan1044	347	297	0	0
ACA1_112900-acan1044	347	297	0	0
ACA1_126460-acan1044	347	297	0	0
ACA1_130190-acan1044	347	297	0	0
ACA1_130560-acan1044	347	297	0	0
ACA1_141940-acan1044	347	297	0	0
ACA1_149440-acan1044	347	297	0	0
ACA1_163490-acan1044	347	297	0	0
ACA1_204060-acan1044	347	297	0	0
ACA1_226750-acan1044	347	297	0	0
ACA1_234290-acan1044	347	297	0	0
ACA1_248650-acan1044	347	297	0	0
ACA1_251550-acan1044	347	297	0	0
ACA1_297770-acan1044	347	297	0	0
ACA1_332940-acan1044	348	298	0	0
ACA1_333200-acan1044	347	297	0	0
ACA1_371460-acan1044	347	297	0	0
ACA1_373760-acan1044	347	297	0	0
ACA1_380900-acan1044	347	297	0	0
ACA1_396240-acan1044	347	297	0	0
ACA1_002510-acan1047	348	298	0	0
ACA1_025720-acan1047	348	298	0	0
ACA1_043100-acan1047	349	299	0	0
ACA1_044380-acan1047	348	298	0	0
ACA1_060250-acan1047	348	298	0	0
ACA1_060480-acan1047	348	298	0	0
ACA1_063600-acan1047	348	298	0	0
ACA1_065750-acan1047	348	298	0	0
ACA1_070640-acan1047	348	298	0	0
ACA1_092160-acan1047	348	298	0	0
ACA1_093460-acan1047	348	298	0	0
ACA1_097200-acan1047	348	298	0	0
ACA1_166930-acan1047	348	298	0	0
ACA1_178510-acan1047	348	298	0	0
ACA1_199000-acan1047	348	298	0	0
ACA1_211750-acan1047	348	298	0	0
ACA1_244870-acan1047	348	298	0	0
ACA1_252540-acan1047	348	298	0	0
ACA1_315630-acan1047	348	298	0	0
ACA1_317670-acan1047	348	298	0	0
ACA1_364230-acan1047	348	298	0	0
ACA1_368730-acan1047	348	298	0	0
ACA1_383070-acan1047	348	298	0	0
ACA1_389430-acan1047	348	298	0	0
ACA1_018000-acan1050	349	299	0	0
ACA1_063790-acan1050	349	299	0	0
ACA1_069230-acan1050	349	299	0	0
ACA1_074470-acan1050	349	299	0	0
ACA1_089800-acan1050	349	299	0	0
ACA1_095580-acan1050	349	299	0	0
ACA1_136170-acan1050	349	299	0	0
ACA1_150580-acan1050	349	299	0	0
ACA1_154730-acan1050	349	299	0	0
ACA1_183500-acan1050	349	299	0	0
ACA1_193300-acan1050	349	299	0	0
ACA1_194970-acan1050	349	299	0	0
ACA1_199740-acan1050	349	299	0	0
ACA1_227370-acan1050	349	299	0	0
ACA1_238600-acan1050	350	300	0	0
ACA1_244350-acan1050	349	299	0	0
ACA1_273890-acan1050	349	299	0	0
ACA1_289920-acan1050	349	299	0	0
ACA1_363180-acan1050	349	299	0	0
ACA1_363730-acan1050	349	299	0	0
ACA1_385700-acan1050	349	299	0	0
ACA1_389600-acan1050	349	299	0	0
ACA1_110850-acan1052	350	300	0	0
ACA1_005220-acan1053	351	301	0	0
ACA1_013680-acan1053	351	301	0	0
ACA1_028300-acan1053	350	300	0	0
ACA1_067990-acan1053	350	300	0	0
ACA1_070800-acan1053	350	300	0	0
ACA1_086640-acan1053	350	300	0	0
ACA1_091450-acan1053	350	300	0	0
ACA1_117230-acan1053	350	300	0	0
ACA1_121490-acan1053	350	300	0	0
ACA1_131600-acan1053	350	300	0	0
ACA1_184100-acan1053	350	300	0	0
ACA1_190040-acan1053	350	300	0	0
ACA1_195290-acan1053	350	300	0	0
ACA1_202460-acan1053	350	300	0	0
ACA1_235780-acan1053	350	300	0	0
ACA1_335890-acan1053	350	300	0	0
ACA1_343180-acan1053	350	300	0	0
ACA1_355590-acan1053	350	300	0	0
ACA1_360570-acan1053	350	300	0	0
ACA1_380950-acan1053	350	300	0	0
ACA1_390760-acan1053	350	300	0	0
ACA1_035450-acan1056	351	301	0	0
ACA1_068030-acan1056	351	301	0	0
ACA1_076080-acan1056	351	301	0	0
ACA1_077900-acan1056	351	301	0	0
ACA1_082170-acan1056	351	301	0	0
ACA1_108200-acan1056	351	301	0	0
ACA1_111960-acan1056	351	301	0	0
ACA1_132620-acan1056	351	301	0	0
ACA1_135940-acan1056	351	301	0	0
ACA1_165800-acan1056	351	301	0	0
ACA1_171770-acan1056	351	301	0	0
ACA1_174440-acan1056	351	301	0	0
ACA1_174670-acan1056	351	301	0	0
ACA1_201220-acan1056	351	301	0	0
ACA1_201360-acan1056	351	301	0	0
ACA1_235740-acan1056	351	301	0	0
ACA1_236660-acan1056	351	301	0	0
ACA1_250410-acan1056	351	301	0	0
ACA1_261360-acan1056	351	301	0	0
ACA1_275670-acan1056	351	301	0	0
ACA1_278630-acan1056	351	301	0	0
ACA1_287790-acan1056	351	301	0	0
ACA1_304360-acan1056	351	301	0	0
ACA1_372620-acan1056	351	301	0	0
ACA1_030200-acan1059	352	302	0	0
ACA1_045990-acan1059	352	302	0	0
ACA1_063750-acan1059	352	302	0	0
ACA1_069800-acan1059	352	302	0	0
ACA1_096390-acan1059	352	302	0	0
ACA1_112140-acan1059	352	302	0	0
ACA1_112210-acan1059	352	302	0	0
ACA1_115740-acan1059	352	302	0	0
ACA1_126720-acan1059	352	302	0	0
ACA1_165960-acan1059	353	303	0	0
ACA1_171940-acan1059	352	302	0	0
ACA1_177380-acan1059	352	302	0	0
ACA1_181960-acan1059	352	302	0	0
ACA1_207830-acan1059	352	302	0	0
ACA1_244120-acan1059	352	302	0	0
ACA1_250040-acan1059	352	302	0	0
ACA1_251760-acan1059	352	302	0	0
ACA1_273770-acan1059	352	302	0	0
ACA1_282890-acan1059	352	302	0	0
ACA1_285180-acan1059	352	302	0	0
ACA1_361190-acan1059	352	302	0	0
ACA1_055570-acan1062	353	303	0	0
ACA1_057130-acan1062	353	303	0	0
ACA1_060460-acan1062	353	303	0	0
ACA1_066290-acan1062	353	303	0	0
ACA1_068900-acan1062	353	303	0	0
ACA1_071720-acan1062	353	303	0	0
ACA1_090010-acan1062	353	303	0	0
ACA1_093010-acan1062	353	303	0	0
ACA1_097820-acan1062	353	303	0	0
ACA1_106940-acan1062	353	303	0	0
ACA1_117130-acan1062	353	303	0	0
ACA1_131010-acan1062	353	303	0	0
ACA1_138540-acan1062	353	303	0	0
ACA1_143630-acan1062	353	303	0	0
ACA1_144110-acan1062	353	303	0	0
ACA1_147740-acan1062	353	303	0	0
ACA1_149350-acan1062	353	303	0	0
ACA1_153300-acan1062	353	303	0	0
ACA1_156730-acan1062	353	303	0	0
ACA1_163790-acan1062	353	303	0	0
ACA1_171750-acan1062	353	303	0	0
ACA1_181400-acan1062	353	303	0	0
ACA1_187380-acan1062	353	303	0	0
ACA1_216340-acan1062	353	303	0	0
ACA1_235940-acan1062	353	303	0	0
ACA1_257020-acan1062	353	303	0	0
ACA1_275570-acan1062	353	303	0	0
ACA1_291100-acan1062	353	303	0	0
ACA1_308880-acan1062	353	303	0	0
ACA1_310500-acan1062	353	303	0	0
ACA1_368030-acan1062	353	303	0	0
ACA1_382890-acan1062	353	303	0	0
ACA1_293900-acan10641	3546	3496	0	0
ACA1_009900-acan1065	354	304	0	0
ACA1_015210-acan1065	354	304	0	0
ACA1_041920-acan1065	354	304	0	0
ACA1_073400-acan1065	354	304	0	0
ACA1_088700-acan1065	354	304	0	0
ACA1_098200-acan1065	354	304	0	0
ACA1_153080-acan1065	354	304	0	0
ACA1_156720-acan1065	354	304	0	0
ACA1_182200-acan1065	354	304	0	0
ACA1_189340-acan1065	354	304	0	0
ACA1_211150-acan1065	354	304	0	0
ACA1_251330-acan1065	354	304	0	0
ACA1_290890-acan1065	354	304	0	0
ACA1_295590-acan1065	354	304	0	0
ACA1_305550-acan1065	354	304	0	0
ACA1_322140-acan1065	354	304	0	0
ACA1_328760-acan1065	354	304	0	0
ACA1_335550-acan1065	354	304	0	0
ACA1_384000-acan1065	354	304	0	0
ACA1_389340-acan1065	354	304	0	0
ACA1_202120-acan1067	356	306	0	0
ACA1_000840-acan1068	356	306	0	0
ACA1_014500-acan1068	355	305	0	0
ACA1_035240-acan1068	355	305	0	0
ACA1_035260-acan1068	355	305	0	0
ACA1_045960-acan1068	355	305	0	0
ACA1_046100-acan1068	355	305	0	0
ACA1_053610-acan1068	355	305	0	0
ACA1_061860-acan1068	355	305	0	0
ACA1_067380-acan1068	355	305	0	0
ACA1_072200-acan1068	355	305	0	0
ACA1_098210-acan1068	355	305	0	0
ACA1_100940-acan1068	355	305	0	0
ACA1_112880-acan1068	355	305	0	0
ACA1_116720-acan1068	355	305	0	0
ACA1_133150-acan1068	355	305	0	0
ACA1_142680-acan1068	355	305	0	0
ACA1_146590-acan1068	355	305	0	0
ACA1_155630-acan1068	355	305	0	0
ACA1_245460-acan1068	355	305	0	0
ACA1_259010-acan1068	355	305	0	0
ACA1_279090-acan1068	355	305	0	0
ACA1_323160-acan1068	355	305	0	0
ACA1_363310-acan1068	355	305	0	0
ACA1_380910-acan1068	355	305	0	0
ACA1_387070-acan1068	355	305	0	0
ACA1_387270-acan1068	355	305	0	0
ACA1_038210-acan1071	356	306	0	0
ACA1_045370-acan1071	356	306	0	0
ACA1_064220-acan1071	356	306	0	0
ACA1_068770-acan1071	356	306	0	0
ACA1_132420-acan1071	356	306	0	0
ACA1_132900-acan1071	357	307	0	0
ACA1_134750-acan1071	356	306	0	0
ACA1_189820-acan1071	356	306	0	0
ACA1_218610-acan1071	356	306	0	0
ACA1_281300-acan1071	356	306	0	0
ACA1_332600-acan1071	356	306	0	0
ACA1_343150-acan1071	356	306	0	0
ACA1_366210-acan1071	356	306	0	0
ACA1_385630-acan1071	356	306	0	0
ACA1_161870-acan1073	358	308	0	0
ACA1_024220-acan1074	357	307	0	0
ACA1_037770-acan1074	357	307	0	0
ACA1_045330-acan1074	357	307	0	0
ACA1_063870-acan1074	357	307	0	0
ACA1_070480-acan1074	357	307	0	0
ACA1_080400-acan1074	357	307	0	0
ACA1_084150-acan1074	358	308	0	0
ACA1_096670-acan1074	357	307	0	0
ACA1_106710-acan1074	357	307	0	0
ACA1_128820-acan1074	357	307	0	0
ACA1_131440-acan1074	357	307	0	0
ACA1_144390-acan1074	357	307	0	0
ACA1_155110-acan1074	357	307	0	0
ACA1_155820-acan1074	358	308	0	0
ACA1_171260-acan1074	357	307	0	0
ACA1_182170-acan1074	357	307	0	0
ACA1_256480-acan1074	357	307	0	0
ACA1_286140-acan1074	357	307	0	0
ACA1_295670-acan1074	357	307	0	0
ACA1_296360-acan1074	357	307	0	0
ACA1_372060-acan1074	357	307	0	0
ACA1_399960-acan1074	357	307	0	0
ACA1_024240-acan1077	358	308	0	0
ACA1_040460-acan1077	358	308	0	0
ACA1_052320-acan1077	358	308	0	0
ACA1_057290-acan1077	358	308	0	0
ACA1_069640-acan1077	358	308	0	0
ACA1_074400-acan1077	358	308	0	0
ACA1_110500-acan1077	358	308	0	0
ACA1_110930-acan1077	358	308	0	0
ACA1_149140-acan1077	358	308	0	0
ACA1_184250-acan1077	358	308	0	0
ACA1_189570-acan1077	358	308	0	0
ACA1_190010-acan1077	358	308	0	0
ACA1_253320-acan1077	358	308	0	0
ACA1_280510-acan1077	358	308	0	0
ACA1_385420-acan1077	358	308	0	0
ACA1_392980-acan1077	358	308	0	0
ACA1_036660-acan1080	359	309	0	0
ACA1_036880-acan1080	359	309	0	0
ACA1_043880-acan1080	359	309	0	0
ACA1_052680-acan1080	359	309	0	0
ACA1_053400-acan1080	359	309	0	0
ACA1_070620-acan1080	359	309	0	0
ACA1_074440-acan1080	359	309	0	0
ACA1_088710-acan1080	359	309	0	0
ACA1_092410-acan1080	359	309	0	0
ACA1_096320-acan1080	359	309	0	0
ACA1_143650-acan1080	359	309	0	0
ACA1_172160-acan1080	359	309	0	0
ACA1_174540-acan1080	359	309	0	0
ACA1_183020-acan1080	359	309	0	0
ACA1_224330-acan1080	359	309	0	0
ACA1_230800-acan1080	359	309	0	0
ACA1_261570-acan1080	359	309	0	0
ACA1_266140-acan1080	359	309	0	0
ACA1_266210-acan1080	359	309	0	0
ACA1_276400-acan1080	359	309	0	0
ACA1_295690-acan1080	359	309	0	0
ACA1_307510-acan1080	359	309	0	0
ACA1_307850-acan1080	359	309	0	0
ACA1_317070-acan1080	359	309	0	0
ACA1_356920-acan1080	359	309	0	0
ACA1_369570-acan1080	359	309	0	0
ACA1_373590-acan1080	359	309	0	0
ACA1_389630-acan1080	359	309	0	0
ACA1_019370-acan1083	360	310	0	0
ACA1_055520-acan1083	360	310	0	0
ACA1_058760-acan1083	360	310	0	0
ACA1_069680-acan1083	360	310	0	0
ACA1_087490-acan1083	360	310	0	0
ACA1_089080-acan1083	360	310	0	0
ACA1_090830-acan1083	360	310	0	0
ACA1_090960-acan1083	360	310	0	0
ACA1_092110-acan1083	360	310	0	0
ACA1_095570-acan1083	360	310	0	0
ACA1_106820-acan1083	360	310	0	0
ACA1_140540-acan1083	360	310	0	0
ACA1_154060-acan1083	360	310	0	0
ACA1_173670-acan1083	360	310	0	0
ACA1_183190-acan1083	360	310	0	0
ACA1_199570-acan1083	360	310	0	0
ACA1_207320-acan1083	360	310	0	0
ACA1_208170-acan1083	360	310	0	0
ACA1_218670-acan1083	360	310	0	0
ACA1_237810-acan1083	360	310	0	0
ACA1_243400-acan1083	360	310	0	0
ACA1_248600-acan1083	360	310	0	0
ACA1_256520-acan1083	360	310	0	0
ACA1_265550-acan1083	360	310	0	0
ACA1_314990-acan1083	360	310	0	0
ACA1_331730-acan1083	360	310	0	0
ACA1_384530-acan1083	360	310	0	0
ACA1_388540-acan1083	360	310	0	0
ACA1_391550-acan1083	360	310	0	0
ACA1_037430-acan1086	361	311	0	0
ACA1_064310-acan1086	361	311	0	0
ACA1_068590-acan1086	361	311	0	0
ACA1_084840-acan1086	361	311	0	0
ACA1_105360-acan1086	361	311	0	0
ACA1_112000-acan1086	361	311	0	0
ACA1_133510-acan1086	361	311	0	0
ACA1_139850-acan1086	361	311	0	0
ACA1_146480-acan1086	361	311	0	0
ACA1_159120-acan1086	361	311	0	0
ACA1_171760-acan1086	361	311	0	0
ACA1_173990-acan1086	361	311	0	0
ACA1_198370-acan1086	361	311	0	0
ACA1_217210-acan1086	361	311	0	0
ACA1_250030-acan1086	361	311	0	0
ACA1_254150-acan1086	361	311	0	0
ACA1_261550-acan1086	361	311	0	0
ACA1_277720-acan1086	361	311	0	0
ACA1_307920-acan1086	361	311	0	0
ACA1_322720-acan1086	361	311	0	0
ACA1_356930-acan1086	361	311	0	0
ACA1_373890-acan1086	361	311	0	0
ACA1_037880-acan1089	362	312	0	0
ACA1_054880-acan1089	362	312	0	0
ACA1_061400-acan1089	362	312	0	0
ACA1_063050-acan1089	362	312	0	0
ACA1_073230-acan1089	363	313	0	0
ACA1_073340-acan1089	362	312	0	0
ACA1_097720-acan1089	362	312	0	0
ACA1_145830-acan1089	362	312	0	0
ACA1_163650-acan1089	362	312	0	0
ACA1_166090-acan1089	362	312	0	0
ACA1_178330-acan1089	362	312	0	0
ACA1_184130-acan1089	362	312	0	0
ACA1_186720-acan1089	362	312	0	0
ACA1_188500-acan1089	362	312	0	0
ACA1_201580-acan1089	362	312	0	0
ACA1_227750-acan1089	362	312	0	0
ACA1_236500-acan1089	362	312	0	0
ACA1_295430-acan1089	362	312	0	0
ACA1_325220-acan1089	362	312	0	0
ACA1_342020-acan1089	362	312	0	0
ACA1_349800-acan1089	362	312	0	0
ACA1_351150-acan1089	362	312	0	0
ACA1_365830-acan1089	362	312	0	0
ACA1_379330-acan1089	362	312	0	0
ACA1_255360-acan1091	364	314	0	0
ACA1_023120-acan1092	363	313	0	0
ACA1_028730-acan1092	363	313	0	0
ACA1_041950-acan1092	363	313	0	0
ACA1_052210-acan1092	363	313	0	0
ACA1_058500-acan1092	363	313	0	0
ACA1_061620-acan1092	363	313	0	0
ACA1_073350-acan1092	363	313	0	0
ACA1_089830-acan1092	363	313	0	0
ACA1_093920-acan1092	363	313	0	0
ACA1_110450-acan1092	363	313	0	0
ACA1_113710-acan1092	363	313	0	0
ACA1_116920-acan1092	363	313	0	0
ACA1_126960-acan1092	363	313	0	0
ACA1_133590-acan1092	363	313	0	0
ACA1_149080-acan1092	363	313	0	0
ACA1_204480-acan1092	363	313	0	0
ACA1_223080-acan1092	363	313	0	0
ACA1_246770-acan1092	363	313	0	0
ACA1_251060-acan1092	363	313	0	0
